asin,name,brand,price,regular_price,total_reviews,average_rating,seller,seller_url,availability_status,availability_quantity,shipping_charge,is_prime,author,available_book_formats,is_aplus_page,small_description,full_description,images,video_count,productCategory,url,attributes,size,color,model,product_information,parent_asin,variation_asin,product_variations,product_condition,frequently_bought_together,product_badges,five_star,four_star,three_star,two_star,one_star
B0BZWRLRLK,"All-new Ring Battery Doorbell, Head-to-Toe Video, Live View with Two-Way Talk, and Motion Detection & Alerts (2024 release), Venetian Bronze",Ring,$99.99,,148,4.3,Amazon.com,,In Stock,,,True,,,False,"See more — Get 66% more vertical coverage with the latest version of Ring’s best-selling Video Doorbell (2nd Gen), now featuring Head-to-Toe Video. - Built-In Battery — Battery Doorbell includes a built-in battery, which charges with a convenient USB-C charging port. To recharge, simply detach your doorbell from the wall and connect to the included charging cable. - Install in a Snap — Charge it up, click into place, and stay connected right from your phone. - Connect to who’s there — See and respond to activity with Live View & Two-Way Talk. - Stay in the know — Receive real-time alerts on your phone when motion is detected. - Get Smart Alerts — Know more with notifications that tell you if there's a person or package at your door (subscription required, sold separately). - Additional protection — With a Ring Protect Plan (subscription sold separately), record all your videos, review stored videos for up to 180 days (photos for 7 days), and share videos. - Connect with Alexa — Hear custom notifications from Echo Dot, launch video with Echo Show, and enjoy hands-free home monitoring with select Alexa-enabled devices.",,"['https://m.media-amazon.com/images/I/51XsP+s6HWL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/61TLneKHd+L._SL1500_.jpg', 'https://m.media-amazon.com/images/I/617xX4jN+ML._SL1000_.jpg', 'https://m.media-amazon.com/images/I/61wHQ37ih4L._SL1000_.jpg', 'https://m.media-amazon.com/images/I/61YQrvmxNTL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/51U7aXh6FdL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/61E4cssPuDL._SL1000_.jpg']",5,,https://www.amazon.com/-/dp/B0BZWRLRLK?_encoding=UTF8&th=1&psc=1&pf_rd_i=desktop&ref_=pd_gw_unk,size: 1 Doorbell,1 Doorbell,,,{},B0DJY6JP3C,"[{'size_name': '1 Doorbell', 'asin': 'B0BZWRLRLK'}]",{'size_name': ['1 Doorbell']},new,[],"[{'badge': ""Amazon's Choice"", 'badge_text': None}]",72%,10%,3%,4%,11%
B089DR29T6,"Amazon Smart Plug | Works with Alexa | Simple setup, endless possibilities",Amazon,$24.99,,"564,662",4.7,Amazon.com,,In Stock,,,True,,,False,"Amazon Smart Plug works with Alexa to add voice control to any outlet. - Simple to set up and use—plug in, open the Alexa app, and get started in minutes. - Compatible with many lamps, fans, coffee makers, and other household devices with a physical on/off switch. - Compact design keeps your second outlet free for an additional smart plug. - No smart home hub required. Manage all your Amazon Smart Plugs through the Alexa app. - Set up Routines that automate everyday tasks like turning on a light or brewing coffee. - Reliable—automatically reconnects to Alexa after power/Wi-Fi outages.",,"['https://m.media-amazon.com/images/I/711nxnsm6nL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/411tekLceiL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/71P5xYTWlsL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/71ee7nB4ozL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/71LnNDNVANL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/81D0MXtL4QL._AC_SL1500_.jpg']",10,,https://www.amazon.com/-/dp/B089DR29T6?_encoding=UTF8&th=1&psc=1&pf_rd_i=desktop&ref_=pd_gw_unk,"size: 1 Pack, configuration: Smart Plug",1 Pack,,,{},B07KTYJ769,"[{'size_name': '1 Pack', 'configuration': 'Smart Plug', 'asin': 'B089DR29T6'}]","{'size_name': ['1 Pack'], 'configuration': ['Smart Plug']}",new,[],"[{'badge': ""Amazon's Choice"", 'badge_text': None}]",82%,11%,4%,1%,2%
B0BFC7WQ6R,"All-new Amazon Echo Spot (2024 release), Smart alarm clock with vibrant sound + Alexa, Black",Amazon,$79.99,,"11,116",4.6,Amazon.com,,In Stock,,,True,,,False,"MEET THE NEW ECHO SPOT - A sleek smart alarm clock with Alexa and big vibrant sound. Ready to help you wake up, wind down, and so much more. - CUSTOMIZABLE SMART CLOCK - See time, weather, and song titles at a glance, control smart home devices, and more. Personalize your display with your favorite clock face and fun colors. - BIG VIBRANT SOUND - Enjoy rich sound with clear vocals and deep bass. Just ask Alexa to play music, podcasts, and audiobooks. See song titles and touch to control your music. - EASE INTO THE DAY - Set up an Alexa routine that gently wakes you with music and gradual light. Glance at the time, check reminders, or ask Alexa for weather updates. - KEEP YOUR HOME COMFORTABLE - Control compatible smart home devices. Just ask Alexa to turn on lights or touch the screen to dim. Create routines that use motion detection to turn down the thermostat as you head out or open the blinds when you walk into a room. - DESIGNED TO PROTECT YOUR PRIVACY - Amazon is not in the business of selling your personal information to others. Built with multiple layers of privacy controls including a mic off button and in-app controls - DESIGNED FOR SUSTAINABILITY - This device is made from 36% recycled materials.",,"['https://m.media-amazon.com/images/I/61s+otPrbAL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/61TuF2ElKgL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/61Eu2owyKEL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/61FoneyvPtL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/51olnoZ+gzL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/617mRQLbOHL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/51yrWrP+LJL._AC_SL1000_.jpg']",10,,https://www.amazon.com/-/dp/B0BFC7WQ6R?_encoding=UTF8&th=1&psc=1&pf_rd_i=desktop&ref_=pd_gw_unk,"configuration: Device only, color: Black",,Black,,{},B0CYHSCNSY,"[{'configuration': 'Device only', 'color_name': 'Black', 'asin': 'B0BFC7WQ6R'}, {'configuration': 'Device only', 'color_name': 'Glacier White', 'asin': 'B0BFCBKXWL'}, {'configuration': 'Device only', 'color_name': 'Ocean Blue', 'asin': 'B0BFC8DR7C'}]","{'configuration': ['Device only'], 'color_name': ['Black', 'Glacier White', 'Ocean Blue']}",new,[],"[{'badge': ""Amazon's Choice"", 'badge_text': None}]",76%,15%,4%,2%,3%
B0BWWZXWPL,"Blink Mini 2 — Plug-in smart security camera, HD night view in color, built-in spotlight, two-way audio, motion detection, Works with Alexa (White)",Blink,$39.99,$39.99,"2,942",4.4,Amazon.com,,In Stock,,,True,,,False,"Mini 2 is our second generation plug-in smart security camera that helps you stay connected to what’s happening in your home, right from your smartphone. - See and speak from the Blink app — Experience 1080p HD live view, night view in color with a built-in spotlight, a wider field of view, and crisp two-way audio. Stream live video continuously for up to 90 minutes with a Blink Subscription Plan (sold separately). - Outdoor use — Plug in Mini 2 outside your home with the Blink Weather Resistant Power Adapter (sold separately or as part of a bundle) and mount with the included kit. - Motion detection — Get real-time motion alerts on your smartphone so you can react and engage from anywhere. - Smart notifications — Get intelligent alerts including person detection with embedded computer vision (CV) as part of an optional Blink Subscription Plan (sold separately). - Easy set up — Install your camera in just minutes to help provide full home coverage. - Doorbell chime — Use Mini 2 as a plug-in chime for Blink Video Doorbell (sold separately). Hear a real-time alert from Mini 2 when someone presses your Blink Video Doorbell. - Save and share clips — Choose to store events in the cloud with a free 30-day trial of the Blink Subscription Plan or locally with a Sync Module (each sold separately). - Works with Alexa — Connect to an Alexa-enabled device to engage live view, arm and disarm your system, and more using your voice. - Includes one Blink Mini 2 camera, mounting kit including stand, USB cable, and power adapter.",,"['https://m.media-amazon.com/images/I/611ygjiMZNL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/31tp0vzZwRL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/61fblR+WX+L._SL1000_.jpg', 'https://m.media-amazon.com/images/I/61WAFlrR8lL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/51Qp-R77ahL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/61alxDpg4pL._SL1000_.jpg']",10,,https://www.amazon.com/-/dp/B0BWWZXWPL?_encoding=UTF8&th=1&psc=1&pf_rd_i=desktop&ref_=pd_gw_unk,"configuration: 1 Camera, color: White, style: Camera",,White,,{},B0CXQ8RXWQ,"[{'configuration': '1 Camera', 'color_name': 'White', 'style_name': 'Camera', 'asin': 'B0BWWZXWPL'}, {'configuration': '2 Cameras', 'color_name': 'Black', 'style_name': 'Camera', 'asin': 'B0BWWZY8FK'}, {'configuration': '3 Cameras', 'color_name': 'White', 'style_name': 'Camera + Outdoor Adapter', 'asin': 'B0D487FQJF'}, {'configuration': '1 Camera', 'color_name': 'White', 'style_name': 'Save with Subscription', 'asin': 'B0CTMSDRKV'}, {'configuration': '1 Camera', 'color_name': 'White', 'style_name': 'Camera + Outdoor Adapter', 'asin': 'B0CRZC2R94'}, {'configuration': '3 Cameras', 'color_name': 'Black', 'style_name': 'Camera', 'asin': 'B0CRZ7WW2R'}, {'configuration': '2 Cameras', 'color_name': 'Black', 'style_name': 'Camera + Outdoor Adapter', 'asin': 'B0CRZCFG1Q'}, {'configuration': '2 Cameras', 'color_name': 'White', 'style_name': 'Camera', 'asin': 'B0BWX1D2DW'}, {'configuration': '3 Cameras', 'color_name': 'White', 'style_name': 'Camera', 'asin': 'B0CRZ9Z5DN'}, {'configuration': '2 Cameras', 'color_name': 'White', 'style_name': 'Camera + Outdoor Adapter', 'asin': 'B0CRZ9S72N'}, {'configuration': '3 Cameras', 'color_name': 'Black', 'style_name': 'Camera + Outdoor Adapter', 'asin': 'B0D488JGKX'}, {'configuration': '1 Camera', 'color_name': 'Black', 'style_name': 'Camera + Outdoor Adapter', 'asin': 'B0CRZB1TW5'}, {'configuration': '1 Camera', 'color_name': 'Black', 'style_name': 'Camera', 'asin': 'B0BWX39R5W'}, {'configuration': '2 Cameras', 'color_name': 'Black', 'style_name': 'Save with Subscription', 'asin': 'B0CTMRP79D'}, {'configuration': '2 Cameras', 'color_name': 'White', 'style_name': 'Save with Subscription', 'asin': 'B0CTMRDH6H'}]","{'configuration': ['1 Camera', '2 Cameras', '3 Cameras'], 'color_name': ['Black', 'White'], 'style_name': ['Camera', 'Camera + Outdoor Adapter', 'Save with Subscription']}",new,[],"[{'badge': ""Amazon's Choice"", 'badge_text': None}]",72%,13%,5%,2%,8%
B0B6GLQJMV,Ring Indoor Cam (newest model) | Check in on your home or business day and night in 1080p HD video & Color Night Vision | White,Ring,$59.99,,"21,293",4.7,Amazon.com,,In Stock,,,True,,,False,"Get the whole picture — Watch over your home day or night in 1080p HD video with Live View and Color Night Vision. - Video previews — Record a few extra seconds before every motion event with Advanced Pre-Roll to get a more complete picture of what happened. - Privacy at your fingertips — Turn off your camera and mic with the manual Privacy Cover, then reactivate with a simple swivel. - Get important alerts — Get real-time alerts when the camera detects movement, and choose exactly what your camera covers so you only get notified above movement that matters. - Versatile mounting options — Find the perfect angle on a table, or mount up high with the flexible swivel mount. Indoor Cam is plug-in, making it easy to move where you need it. - Match your style — Choose from a variety of different color options to elevate any space. - Additional protection — With a Ring Protect Plan (subscription sold separately), record all your videos, review stored videos for up to 180 days (photos for 7 days), and share videos. - Connect with Alexa — Hear custom notifications from Echo Dot, launch video with Echo Show, and enjoy hands-free home monitoring with select Alexa-enabled devices.",,"['https://m.media-amazon.com/images/I/51Wj6ZBFCCL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/51keHnu-7YL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/61LetrddWOL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/51WTT5smqyL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/51kdSQdo+1L._SL1000_.jpg', 'https://m.media-amazon.com/images/I/51x0Q+Bu6zL._SL1000_.jpg']",10,,https://www.amazon.com/-/dp/B0B6GLQJMV?_encoding=UTF8&th=1&psc=1&pf_rd_i=desktop&ref_=pd_gw_unk,"size: 1 Camera, color: White",1 Camera,White,,{},B0C26FFG6R,"[{'size_name': '1 Camera', 'color_name': 'Starlight', 'asin': 'B0CRMBMH6F'}, {'size_name': '4 Cameras', 'color_name': 'White', 'asin': 'B0CD314Y2L'}, {'size_name': '3 Cameras', 'color_name': 'Black', 'asin': 'B0CD311NLJ'}, {'size_name': '1 Camera', 'color_name': 'Blush', 'asin': 'B0CRLZMDX4'}, {'size_name': '2 Cameras', 'color_name': 'White', 'asin': 'B0CD31RLDK'}, {'size_name': '1 Camera', 'color_name': 'White', 'asin': 'B0B6GLQJMV'}, {'size_name': '1 Camera', 'color_name': 'Charcoal', 'asin': 'B0CRMD8WWL'}, {'size_name': '3 Cameras', 'color_name': 'White', 'asin': 'B0CD31MF2N'}, {'size_name': '1 Camera', 'color_name': 'Black', 'asin': 'B0B6GJBKRK'}, {'size_name': '2 Cameras', 'color_name': 'Black', 'asin': 'B0CD2YLFWR'}, {'size_name': '4 Cameras', 'color_name': 'Black', 'asin': 'B0CD2ZW34H'}]","{'size_name': ['1 Camera', '2 Cameras', '3 Cameras', '4 Cameras'], 'color_name': ['Black', 'Blush', 'Charcoal', 'Starlight', 'White']}",new,[],"[{'badge': ""Amazon's Choice"", 'badge_text': None}]",81%,11%,3%,1%,3%
B01I0IGFKC,"Amazon 9W Official OEM USB Charger and Power Adapter for Fire Tablets, Kindle eReaders, and Echo Dot",Amazon,$19.99,,"15,219",4.7,Amazon.com,,In Stock,,,True,,,False,"Official Amazon 9W, 1.8A power adapter compatible with most devices with a micro-USB port, although charging times may vary (requires micro-USB cable, not included with charger) - Charges your Kindle, Kindle Fire tablets, Fire tablets, Fire phone and Fire Keyboard in less than 5 hours - Designed for use with the micro-USB cable included with Amazon devices and replacements sold in the Kindle Store - Official Amazon 9W, 1.8A adapter charges Kindle Fire HD 8.9"" in under 5 hours, Kindle Fire HD 7"" in under 4 hours, and Kindle Fire in under 3 hours - Official Amazon 9W power adapter for Echo Dot (1st and 2nd Generation). Cable not included. - Also the approved charger for Kindle Paperwhite and Kindle; charges Kindle Paperwhite in 4 hours or less and Kindle in 3 hours or less - For use with the black micro USB cable included with Kindle Fire and Kindle Fire HD and with the white USB cable included with Kindle Paperwhite and Kindle",,['https://m.media-amazon.com/images/I/81hss7SMd7L._AC_SL1500_.jpg'],9,,https://www.amazon.com/-/dp/B01I0IGFKC?_encoding=UTF8&th=1&psc=1&pf_rd_i=desktop&ref_=pd_gw_unk,,,,,{},B01I0IGFKC,[],{},new,[],[],81%,13%,4%,1%,2%
B09WNK39JN,"Amazon Echo Pop | Alexa fits in anywhere: bedroom, living room, bathroom, office, and small spaces | Charcoal",Amazon,$39.99,,"66,140",4.7,Amazon.com,,In Stock,,,True,,,False,"Echo Pop – This compact smart speaker with Alexa features full sound that's great for bedrooms and small spaces. Small enough to blend in and mighty enough to stand out. - Control music with your voice – Ask Alexa to play music, audiobooks, and podcasts from your favorite providers like Amazon Music, Apple Music, Spotify, Pandora, Sirius XM and more. Connect via Bluetooth to stream throughout your space. - Make any space a smart space – Easily control compatible smart home devices like smart plugs or smart lights with your voice or the Alexa App. - Life just got easier – Have Alexa set timers, check the weather, read the news, re-order paper towels, make calls, answer questions, and more. - Alexa has skills – With tens of thousands of skills and counting, Alexa can help you do more or do less - like playing relaxing sounds and testing your music knowledge. - About the light bar – Alexa doesn’t begin listening until your device hears you say “Alexa” and the light bar turns blue. - Designed to protect your privacy – Amazon is not in the business of selling your personal information to others. Built with multiple layers of privacy controls, including a mic off button. - Designed for sustainability – This device’s fabric is made from 100% post-consumer recycled yarn and aluminum is made from 80% recycled aluminum. The device packaging is 100% recyclable. - Premium Alexa features – Use this device with subscriptions like Amazon Music, Audible, Alexa Emergency Assist, Amazon Kids+, and Hey Disney!. Subscription purchase required.",,"['https://m.media-amazon.com/images/I/61bTwy0ooPL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/61V5FRUgX8L._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/61QIOmgHPBL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/51BZYfCLNtL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/61qZF4dMh1L._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/618p21C5dgL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/41iF5YN5NZL._AC_SL1000_.jpg']",10,,https://www.amazon.com/-/dp/B09WNK39JN?_encoding=UTF8&th=1&psc=1&pf_rd_i=desktop&ref_=pd_gw_unk,"configuration: Device only, color: Charcoal",,Charcoal,,{},B0BZTVZ4XV,"[{'configuration': 'Device only', 'color_name': 'Glacier White', 'asin': 'B09ZXLRRHY'}, {'configuration': 'Device only', 'color_name': 'Midnight Teal', 'asin': 'B09ZX1LRXX'}, {'configuration': 'Device only', 'color_name': 'Charcoal', 'asin': 'B09WNK39JN'}, {'configuration': 'Device only', 'color_name': 'Lavender Bloom', 'asin': 'B09ZXJDSL5'}]","{'configuration': ['Device only'], 'color_name': ['Charcoal', 'Glacier White', 'Lavender Bloom', 'Midnight Teal']}",new,[],"[{'badge': ""Amazon's Choice"", 'badge_text': None}]",81%,12%,4%,1%,2%
B0BTTVRWPR,INSIGNIA 50-inch Class F30 Series LED 4K UHD Smart Fire TV with Alexa Voice Remote (NS-50F301NA24),INSIGNIA,$229.99,$299.99,"13,376",4.4,Best Buy,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ANSF0RE9FUP82&asin=B0BTTVRWPR&ref_=dp_merchant_link,In Stock,,,True,,,True,"4K Ultra HD (2160p resolution) - Enjoy breathtaking 4K movies and TV shows at 4 times the resolution of Full HD, and upscale your current content to Ultra HD-level picture quality. - Alexa voice control - Speak commands into the voice remote with Alexa to control your Fire TV verbally—ask it to watch live TV, search for titles, play music, switch inputs, control smart home devices and more. - Access thousands of shows with Fire TV - Watch over 1 million streaming movies and TV episodes with access to thousands of channels, apps and Alexa skills, including Apple TV+, Disney+, Hulu, Netflix, Prime Video, Sling TV, YouTube and other services right from this TV. - DTS Studio Sound - This premium audio enhancement suite creates realistic and immersive audio with two-speaker playback that expands your sense of space and ambience. - Hands-free control: Pair with your Amazon Echo and go hands-free, controlling volume, search, channels and more.","All-in-one entertainment With Fire TV built-in, you can enjoy a world of entertainment from apps like Prime Video, Netflix, Disney+, and Hulu. Plus, stream for free with Freevee, Pluto TV, Tubi, and more. Apps and services are subject to change or withdrawal at any time and may require separate subscriptions. Voice Remote with Alexa Just press and ask Alexa to find, launch, and control your content. Go beyond streaming to check sports scores, set timers, reminders, and more. Plus easily launch into Prime Video, and Netflix with with quick access buttons. ""Alexa, play_____."" A Smarter TV experience Fire TV is always adding new Alexa skills, features, smart home capabilities, and voice functionality. You can ask Alexa to do thing like start a video call with Alexa Communications or Zoom, or show picture-in-picture live camera feeds with out interrupting your workout. Over 1 million movies and TV episodes Enjoy favorites from Netflix, YouTube, Prime Video, Disney+, Apple TV+, Peacock, STARZ, Paramount+, and others. Plus, play millions of songs through services like Amazon Music, Apple Music, Spotify, Pandora and iHeartRadio. Subscription fees may apply. Level Up Gaming No matter what kind of gaming you're into, Games on Fire TV has you covered. Play games like you stream movies with Amazon Luna or download games from the Appstore.","['https://m.media-amazon.com/images/I/81DM+ZzL8rL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/81vNshOuRML._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/61uKhwKcpFL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/91vnNHBsQiL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/91uarXXZ7LL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/61QXTIhD9sL._AC_SL1280_.jpg', 'https://m.media-amazon.com/images/I/91jpKUhem1L._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/712vbY7jF7L._AC_SL1500_.jpg']",10,,https://www.amazon.com/-/dp/B0BTTVRWPR?_encoding=UTF8&th=1&psc=1&pf_rd_i=desktop&ref_=pd_gw_unk,size: 50-inch,50-inch,,,"{'Screen Size': '50 Inches', 'Brand': 'INSIGNIA', 'Display Technology': 'LED', 'Resolution': '4K', 'Refresh Rate': '60 Hz', 'Special Feature': 'Flat', 'Included Components': 'Stand Included', 'Connectivity Technology': 'Wi-Fi', 'Product Dimensions': '10.4""D x 44.4""W x 27.8""H', 'Supported Internet Services': 'Disney Plus, HBO Max, Netflix, Prime Video, Pandora, Hulu, Paramount+, Sling TV, ESPN+, Apple TV, YouTube See more'}",B099P2JF9Y,"[{'size_name': '55-inch', 'asin': 'B0CMDH95GG'}, {'size_name': '65 inches', 'asin': 'B09ZLSRXRN'}, {'size_name': '43-inch', 'asin': 'B0CMDJ8TK3'}, {'size_name': '58-inch', 'asin': 'B0CMDHXZF8'}, {'size_name': '50-inch', 'asin': 'B0BTTVRWPR'}]","{'size_name': ['43-inch', '50-inch', '55-inch', '58-inch', '65 inches']}",new,"[{'title': 'Made for Amazon Universal Tilting TV Wall Mount for 32-55"" TVs and Compatible with Amazon Fire TVs', 'link': 'https://www.amazon.com/Amazon-Universal-Tilting-Mount-Compatible/dp/B095368BTZ/ref=pd_bxgy_d_sccl_1/000-0000000-0000000?pd_rd_w=mIvUe&content-id=amzn1.sym.3858a394-39a9-4946-90e6-86a3153d2546&pf_rd_p=3858a394-39a9-4946-90e6-86a3153d2546&pf_rd_r=D91SQZBEA0Q4XJ34DWWP&pd_rd_wg=IeNR3&pd_rd_r=8c829ab5-9695-4b94-9d74-9a8dffee44b4&pd_rd_i=B095368BTZ&psc=1', 'price': '$39.99'}, {'title': 'Amazon Alexa Voice Remote Pro, includes remote finder, TV controls, backlit buttons, requires compatible Fire TV device', 'link': 'https://www.amazon.com/Introducing-alexa-voice-remote-pro/dp/B09RX4HKTD/ref=pd_bxgy_d_sccl_2/000-0000000-0000000?pd_rd_w=mIvUe&content-id=amzn1.sym.3858a394-39a9-4946-90e6-86a3153d2546&pf_rd_p=3858a394-39a9-4946-90e6-86a3153d2546&pf_rd_r=D91SQZBEA0Q4XJ34DWWP&pd_rd_wg=IeNR3&pd_rd_r=8c829ab5-9695-4b94-9d74-9a8dffee44b4&pd_rd_i=B09RX4HKTD&psc=1', 'price': '$34.99'}]",[],74%,10%,4%,2%,10%
B09B94RL1R,"Amazon Echo Dot (5th Gen, 2022 release) | With bigger vibrant sound, helpful routines and Alexa | Glacier White",Amazon,$49.99,,"127,943",4.6,Amazon.com,,In Stock,,,True,,,False,"Our best sounding Echo Dot yet – Enjoy an improved audio experience compared to any previous Echo Dot with Alexa for clearer vocals, deeper bass and vibrant sound in any room. - Your favorite music and content – Play music, audiobooks, and podcasts from Amazon Music, Apple Music, Spotify and others or via Bluetooth throughout your home. - Alexa is happy to help – Ask Alexa for weather updates and to set hands-free timers, get answers to your questions and even hear jokes. Need a few extra minutes in the morning? Just tap your Echo Dot to snooze your alarm. - Keep your home comfortable – Control compatible smart home devices with your voice and routines triggered by built-in motion or indoor temperature sensors. Create routines to automatically turn on lights when you walk into a room, or start a fan if the inside temperature goes above your comfort zone. - Designed to protect your privacy – Amazon is not in the business of selling your personal information to others. Built with multiple layers of privacy controls, including a mic off button. - Do more with device pairing– Fill your home with music using compatible Echo devices in different rooms, create a home theatre system with Fire TV, or extend wifi coverage with a compatible eero network so you can say goodbye to drop-offs and buffering.",,"['https://m.media-amazon.com/images/I/7116ea3BmTL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/41F4LmKQeoL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/51-A6wXntrL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/61E80QtGeCL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/61fwSROHMNL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/61tkIVVy5mL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/61bL3bcaoeL._AC_SL1000_.jpg']",10,,https://www.amazon.com/-/dp/B09B94RL1R?_encoding=UTF8&th=1&psc=1&pf_rd_i=desktop&ref_=pd_gw_unk,"configuration: Device only, color: Glacier White",,Glacier White,,{},B0BF73CTQF,"[{'configuration': 'Device only', 'color_name': 'Glacier White', 'asin': 'B09B94RL1R'}, {'configuration': 'Device only', 'color_name': 'Deep Sea Blue', 'asin': 'B09B93ZDG4'}, {'configuration': 'Device only', 'color_name': 'Charcoal', 'asin': 'B09B8V1LZ3'}]","{'configuration': ['Device only'], 'color_name': ['Charcoal', 'Deep Sea Blue', 'Glacier White']}",new,[],"[{'badge': ""Amazon's Choice"", 'badge_text': None}]",80%,12%,4%,1%,3%
B09L45VFCN,Ring Chime,Ring,$34.99,,"38,867",4.6,Amazon.com,,In Stock,,,True,,,False,"Hear notifications to hear notifications for your Ring cameras and doorbells. - Hear real-time notifications when your connected cameras and doorbells detect motion, or when someone rings your doorbell. - Easily set up by plugging into a standard outlet and connecting via wifi. - Choose from a variety of tones, adjust the volume to your ideal setting, and temporarily snooze alerts all from the Ring app. - Connectivity: 802.11 b/g/n wifi connection 2.4 GHz.",,"['https://m.media-amazon.com/images/I/51Y9HqlQUGL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/61OIHg12JiL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/51lp0WUt-QL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/61AwfvpxBJL._SL1000_.jpg']",10,,https://www.amazon.com/-/dp/B09L45VFCN?_encoding=UTF8&th=1&psc=1&pf_rd_i=desktop&ref_=pd_gw_unk,style: Ring Chime,,,,{},B09Q5CKF72,"[{'style_name': 'Ring Chime', 'asin': 'B09L45VFCN'}]",{'style_name': ['Ring Chime']},new,[],"[{'badge': ""Amazon's Choice"", 'badge_text': None}]",79%,12%,4%,1%,3%
