asin,name,brand,price,regular_price,total_reviews,average_rating,seller,seller_url,availability_status,availability_quantity,shipping_charge,is_prime,author,available_book_formats,is_aplus_page,small_description,full_description,images,video_count,productCategory,url,attributes,size,color,model,product_information,parent_asin,variation_asin,product_variations,product_condition,frequently_bought_together,product_badges,five_star,four_star,three_star,two_star,one_star
B0BV9Z8ZFV,"EUHOMY Countertop Ice Maker Machine with Handle, 26lbs Per Day, 9 Ice Cubes Ready in 6 Mins, Auto-Cleaning Portable Ice Maker with Basket and Scoop, for Home/Kitchen/Camping/RV (Silver)",EUHOMY,$61.95,$94.99,"6,719",4.4,Amazon.com,,In Stock,,,True,,,True,"6 Mins Ice-Making & Ultra Quieter: Our Euhomy ice maker only takes 6mins that will enjoy the first batch of fresh bullet ice. With a 1.2L water tank and powerful compressor, the portable ice maker easily makes maximum ice capacity to 26lbs ice per day and holds up to 1.3lbs ice at a time. Also, our ice maker is not only excellent in refrigeration, but also at less than 45db normal noise, ensuring a comfortable and quiet environment to enjoy ice-making, similar to a working freezer - Portable Design & Bullet Ice: Our ice maker comes with a sturdy handle, weighs only 13.89lbs and with compact size 11.57(L)x11.42(W)x8.74(H)in. Those features make ice maker easy to carry and perform well on any occasions like Kitchen/Home/Camping/RV/Party/Dorm. Also, the newly designed countertop ice maker produce the most popular bullet-shaped smooth ice cubes, which won't stick together easily or hurt your hands or mouth even are excellent for cold drinks, iced coffee or chew as snacks - Smart Operation & Self-Cleaning: The ice maker has advanced infrared sensor. The ""ICE FULL"" indicator flashes remind you to take out ice to prevent overflowing when the basket is full. And it'll remind you to add water by flashing ""ADD WATER"". Additionlly, the compact ice maker has a one-touch auto-cleaning function. Press the “ON/OFF” for 5s after adding water to run automatic mode for 30mins. Just get a clean ice maker without washing it by yourself - User Friendly & Simple Operation: Euhomy ice maker is a popular and classic model of the moment adopts large see-through window visualized, allowing viewing of the interior ice-making. Equipped with a 170w upgraded compressor that 4kWh/Daily energy consumption to save your electricity bills. And with a easy-to-operate controlable panel for faster operation in just two steps, adding water and press ""ON/OFF"". Then our ice maker will provide you fresh bullet ice for you and your member timely - Included Accessories & Service Promise: Include handle, ice basket, ice scoop, manual and well-designed package. Our Mission is committed to providing customers with premium Euhomy ice maker at a reasonable price. You totally deserve a more exquisite life! We offer 12-month after-sales service from the original purchase date & technical service support. Suppose you have any questions about using our Ice Maker, our customer support is always ready to help you","1 Transparent Cover 2 Sturdy Handle 3 Advanced Infrared Sensor 4 High-quality Compressor Cool Drinks & Coffee Make Smoothies Food Preservation First Aid Shop the Euhomy Ice Maker Series that Caters to All Sizes - From Mini to Large! Bullet Ice Maker Add to Cart Nugget Ice Maker Cube lce Maker Commercial lce Maker Customer Reviews 4.4 out of 5 stars 6,719 4.2 out of 5 stars 2,437 1,826 4.5 out of 5 stars 342 3.9 out of 5 stars 1,445 4.3 out of 5 stars 3,441 861 Price $61.95 $ 61 . 95 $189.99 189 99 $159.99 159 $84.18 84 18 $251.99 251 $349.98 349 98 $699.99 699 Daily ice production 26Lbs 34Lbs 45Lbs 26.5Lbs 100Lbs 80Lbs Ice basket capacity 1.3Lbs 1.8Lbs 2.6Lbs 3.3Lbs 33Lbs 24Lbs Operating cycle 6Mins 6-8Mins 13-20 Mins 15Mins 11-20Mins Ice type Bullet ice Nugget ice Cube ice Color Silver Black","['https://m.media-amazon.com/images/I/81w1jO5VOFL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/71CeAkYFrLL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/81A33ojJ8LL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/71AR4NnxGtL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/817nIjoxqUL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/71qrfo9LHkL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/713C21L2aoL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/71ARCUquiOL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/71L25ei84GL._SL1500_.jpg']",10,"Appliances > Refrigerators, Freezers & Ice Makers > Ice Makers",https://www.amazon.com/-/dp/B0BV9Z8ZFV?_encoding=UTF8&th=1&psc=1&pf_rd_i=desktop&ref_=pd_gw_unk,"size: 11.57""D x 11.42""W x 8.74""H, color: Silver, style: ICE MACHINE","11.57""D x 11.42""W x 8.74""H",Silver,IM-06S-HM,"{'Product Dimensions': '11.57 x 11.42 x 8.74 inches; 15.15 Pounds', 'Item model number': 'IM-06S-HM', 'Date First Available': 'February 9, 2023', 'Manufacturer': 'E EUHOMY', 'ASIN': 'B0BV9Z8ZFV', 'Amazon Best Sellers Rank': '#1 in Appliances , #1 in Ice Makers'}",B0D8LBNF88,"[{'size_name': '11.57""D x 11.42""W x 8.74""H', 'color_name': 'White', 'style_name': 'ICE MACHINE', 'asin': 'B0CZ8XMWXV'}, {'size_name': '11.57""D x 11.42""W x 8.74""H', 'color_name': 'Dark Black', 'style_name': 'ICE MACHINE', 'asin': 'B0DGV9M879'}, {'size_name': '11.57""D x 11.42""W x 8.74""H', 'color_name': 'Silver', 'style_name': 'ICE MACHINE', 'asin': 'B0BV9Z8ZFV'}, {'size_name': '11.57""D x 11.42""W x 8.74""H', 'color_name': 'Black', 'style_name': 'ICE MACHINE', 'asin': 'B0BWHZJHPL'}, {'size_name': '11.57""D x 11.42""W x 8.74""H', 'color_name': 'Red', 'style_name': 'ICE MACHINE', 'asin': 'B0CZ8XP7Q1'}, {'size_name': '11.57""D x 11.42""W x 8.74""H', 'color_name': 'Pink', 'style_name': 'ICE MACHINE', 'asin': 'B0CZ6RBKGB'}]","{'size_name': ['11.57""D x 11.42""W x 8.74""H'], 'color_name': ['Black', 'Dark Black', 'Pink', 'Red', 'Silver', 'White'], 'style_name': ['ICE MACHINE']}",new,"[{'title': 'Metal Ice Scoop 6 Oz，Kitchen Ice Scooper for Ice Maker, Small Food Scoops for Bar Party Wedding Pet Dog Food, Stainless Steel Silver', 'link': 'https://www.amazon.com/Oz%EF%BC%8CKitchen-Scooper-Scoops-Wedding-Stainless/dp/B0B293QNWQ/ref=pd_bxgy_d_sccl_1/000-0000000-0000000?pd_rd_w=omWdN&content-id=amzn1.sym.3858a394-39a9-4946-90e6-86a3153d2546&pf_rd_p=3858a394-39a9-4946-90e6-86a3153d2546&pf_rd_r=MFRJNTC9B1BPAB5Z8QX1&pd_rd_wg=N1Tri&pd_rd_r=cf3ef658-3652-44fa-87da-146639d916f0&pd_rd_i=B0B293QNWQ&psc=1', 'price': '$6.99'}, {'title': 'Ice Machine Cleaner and Descaler 16 fl oz Descaler | Ice Maker Cleaner Compatible with All Major Brands (Scotsman, KitchenAid, Affresh, Opal, Manitowoc)', 'link': 'https://www.amazon.com/Machine-Cleaner-Nickel-Descaler-Compatible/dp/B01LZK0UG3/ref=pd_bxgy_d_sccl_2/000-0000000-0000000?pd_rd_w=omWdN&content-id=amzn1.sym.3858a394-39a9-4946-90e6-86a3153d2546&pf_rd_p=3858a394-39a9-4946-90e6-86a3153d2546&pf_rd_r=MFRJNTC9B1BPAB5Z8QX1&pd_rd_wg=N1Tri&pd_rd_r=cf3ef658-3652-44fa-87da-146639d916f0&pd_rd_i=B01LZK0UG3&psc=1', 'price': '$13.99'}]",[],69%,16%,6%,3%,6%
B0BXXKFJK2,"Silonn Ice Maker Countertop, Portable Ice Machine with Carry Handle, Self-Cleaning Ice Makers with Basket and Scoop, 9 Cubes in 6 Mins, 26 lbs per Day, Ideal for Home, Kitchen, Camping, RV",Silonn,$79.95,$79.95,"3,389",4.4,Amazon.com,,In Stock,,,True,,,True,"PERFECT COMPACT SIZE: Measuring only 8.7 x 11.4 x 11.6 inches in size, the ice maker can easily fit on the countertop, kitchen island, or desk without taking up too much space - EFFICIENT ICE MAKING: Make bullet-shaped ice cubes in just 6 minutes! The powerful compressor can produce up to 26 lbs per day with 1.3 lbs storage capacity. The 1.2 L water tank keeps the machine topped up and ready to go - CONVENIENT PORTABLE ICE MAKER: The sturdy handle makes the ice maker countetop easy to carry, while the scoop attaches to the basket for convenient storage. Weighing just 13.7 lbs, you can take this compact ice machine room to room or to an event with ease - SIMPLE CONTROL PANEL: Enjoy fresh ice with 3 easy steps! Fill the reservoir, switch the unit on, then select small or large ice cubes. The ice maker machine features an indicator light to notify when water needs to be added or ice is full. Upgrade your home or office with ice makers that both fast and easy to use - SELF-CLEANING FUNCTION: Keep your ice fresh and clean with the automatic self-cleaning function. Simply remove the basket, add water, then hold the CLEAN button for 5 seconds to activate. After 30 minutes, you’ll be ready to make a new batch","The video showcases the product in use. The video guides you through product setup. The video compares multiple products. The video shows the product being unpacked. Grip Ice basket Handel Lift Ice Handel Remove Ice Scoop Share Ice Cubes Enjoy Your Time 1 PARTY 2 KITCHEN 3 OFFICE 4 RV Silonn Ice Maker Series Portable Ice Maker Add to Cart Stainless Steel Ice Maker Capable Ice Maker 45lbs Nugget Ice Maker 44lbs Ice Cube Maker Easy-to-use Ice Maker Elegant Nugget Ice Maker Price $79.99 $ 79 . 99 $259.99 259 $219.69 219 69 $194.99 194 $179.99 179 Ice Type Bullet Ice Nugget Ice Cube Ice Daily Ice Production 26 lbs 44 lbs 22 lbs 45 lbs 33 lbs Water Tank Capacity 1.2L 2.5L 1.8L 2L 3L 1.1L Ice Basket Capacity 1.3 lbs 2.6 lbs 1.8 lbs 2.4 lbs 1.76 lbs Package Content Ice Scoop, Ice Basket Pull-Out Basket & Water Tank Dimension 8.7 x 11.4 x 11.6 inches 14.8 x 13.6 x 9.4 inches 13.1 x 9.0 x 11.6 inches 13 x 9 x 16 inches 13.78 x 9.53 x 14.57 inches 12.83 x 14.88 x 10.12 inches Color Options 4 Optional Colors Optional Wi-Fi Version -","['https://m.media-amazon.com/images/I/61AURME4oOL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/61gGw62ZliL.jpg', 'https://m.media-amazon.com/images/I/61e9ToX2rKL._SL1049_.jpg', 'https://m.media-amazon.com/images/I/7106gfuOGyL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/71Twd3c3WdL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/71tdVLpzfpL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/51+Rmkmh2gL._SL1098_.jpg']",10,"Appliances > Refrigerators, Freezers & Ice Makers > Ice Makers",https://www.amazon.com/-/dp/B0BXXKFJK2?_encoding=UTF8&th=1&psc=1&pf_rd_i=desktop&ref_=pd_gw_unk,color: Black,,Black,SLIM21B,"{'Product Dimensions': '8.74 x 11.42 x 11.57 inches; 13.67 Pounds', 'Item model number': 'SLIM21B', 'Date First Available': 'March 9, 2023', 'Manufacturer': 'Silonn', 'ASIN': 'B0BXXKFJK2', 'Country of Origin': 'China', 'Amazon Best Sellers Rank': '#2 in Appliances , #2 in Ice Makers'}",B0DJ8ZTFW7,"[{'color_name': 'Black', 'asin': 'B0BXXKFJK2'}, {'color_name': 'Moonlight White', 'asin': 'B0C9STZN62'}, {'color_name': 'Green', 'asin': 'B0C4YJY5WS'}, {'color_name': 'Stainless Steel', 'asin': 'B0BY2JXN8L'}]","{'color_name': ['Black', 'Green', 'Moonlight White', 'Stainless Steel']}",new,"[{'title': 'Ice Machine Cleaner and Descaler 16 fl oz Descaler | Ice Maker Cleaner Compatible with All Major Brands (Scotsman, KitchenAid, Affresh, Opal, Manitowoc)', 'link': 'https://www.amazon.com/Machine-Cleaner-Nickel-Descaler-Compatible/dp/B01LZK0UG3/ref=pd_bxgy_d_sccl_1/130-4616957-9851729?pd_rd_w=WyV3l&content-id=amzn1.sym.f7fa8b58-6436-47b8-8741-9e90c231669e&pf_rd_p=f7fa8b58-6436-47b8-8741-9e90c231669e&pf_rd_r=NEPSMZ17J1J934NS8C17&pd_rd_wg=5EycL&pd_rd_r=f7976d71-d9e9-4824-b27a-90e2cea5548f&pd_rd_i=B01LZK0UG3&psc=1', 'price': '$13.99'}, {'title': 'Ice Bags 5lb with Drawstring,50 Pack Plastic Ice Bags for Ice Storage', 'link': 'https://www.amazon.com/Bags-Drawstring-Pack-Plastic-Storage/dp/B0D1QZYMPL/ref=pd_bxgy_d_sccl_2/130-4616957-9851729?pd_rd_w=WyV3l&content-id=amzn1.sym.f7fa8b58-6436-47b8-8741-9e90c231669e&pf_rd_p=f7fa8b58-6436-47b8-8741-9e90c231669e&pf_rd_r=NEPSMZ17J1J934NS8C17&pd_rd_wg=5EycL&pd_rd_r=f7976d71-d9e9-4824-b27a-90e2cea5548f&pd_rd_i=B0D1QZYMPL&psc=1', 'price': '$9.99'}]","[{'badge': ""Amazon's Choice"", 'badge_text': None}]",69%,17%,6%,2%,6%
B0BPSW1K11,"Countertop Ice Maker, Ice Maker Machine 6 Mins 9 Ice, 26.5lbs/24Hrs, Portable Ice Maker Machine with Self-Cleaning, Ice Scoop, and Basket, Compact Ice Maker for Home/Kitchen/Office/Party",FREE VILLAGE,$89.99,$99.99,"5,289",4.3,NUAGE,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A8YHY1WHY47R7&asin=B0BPSW1K11&ref_=dp_merchant_link&isAmazonFulfilled=1,,,,True,,,True,"6 Mins Ice-Making: Equipped with a high-quality compressor, this ice maker can produce 9 ice cubes in 6-12 minutes and is capable of producing approximately 26.5 lbs of ice cubes in 24 hours, greatly satisfying your daily ice requirements - Bullet-Shaped Ice Cubes: The bullet-shaped ice cubes produced by our ice makers countertop won’t stick together easily and are perfect for making iced coffee, cold drinks, or frozen food. You can also eat or chew these ice cubes to get a cool sensation - Smart & Simple Operation: The control panel is incredibly user-friendly. Just fill the ice machine maker countertop with water, press the “ON/OFF” button, and you’re all set. The indicator light will signal low water levels or a full ice basket - Easy Self-cleaning: FREE VILLAGE countertop ice maker has a self-cleaning function. Simply press the “ON/OFF” button for 5s after adding water to enter this mode. Not only do you get your hands free, but you also get a clean ice machine - Quiet & User-Friendly: This ice maker machine runs at less than 45dB, which means your entertainment & sleep will not be disturbed. A transparent lid is mounted on top of the ice makers, which allows you to see the ice-making process at all times - Portable & Compact: Weighing 14.74 lbs and measuring 8.7*11.6*11.4 inches, this portable ice maker with a sturdy handle is light and compact enough for you to take it wherever you go, great for home, kitchen, office, camping, RV, bar, or parties","EFFICIENT & SMART COUNTERTOP ICE MAKER PORTABLE HANDLE You can easily move the ice machine maker countertop anywhere by carrying it with the handle, instead of having to struggle to hold the ice maker. ONE-TOUCH CONTROL PANEL This ice maker with an intuitive control panel is very easy to operate and makes ice quickly. If you use pure water, you will get crystal-clear ice. INFRARED SENSOR The ice maker has advanced infrared detection technology. When it is full of ice or lacking in water, the ICE FULL light will turn on automatically. COMPACT & LIGHTWEIGHT This compact countertop ice maker body is not only small but also lightweight (just 14.74 pounds) and doesn't take up much space.  1 HOME KITCHEN 2 BBQ 3 POOL PARTY 4 OFFICE FAST COOLING Beer/wine can be cooled quickly by selecting large-size ice cubes. How can an outdoor party in summer be without a cold beer? ENHANCES TASTE If you're crazy about homemade drinks/cocktails, then look no further! Bullet-shaped ice cubes are not only beautiful but will double the taste of your drink! FOOD PRESERVATION Using ice cubes to keep food fresh is a great option for the summer table, not only does it keep food fresh, but it also serves as a decoration! How to clean the ice machine? Press the ON/OFF button for more than 5s to enter the self-cleaning program, which needs 30 minutes. When the program is over, please drain out the water and clean the inside part. Is this ice maker easy to operate? Truly one button operation ice maker. No need to worry about forgetting to take out the ice or adding water as there will be an indicator light when the ice is full/short of water. Is it noisy in daily use? You can certainly hear the ice maker working efficiently, but at less than 40dB you can almost ignore it. You can enjoy the reading time even when it is working aside. What is the after-sales support on this? The Free Village ice maker provides 1-Year after-sales support. My ice cubes are sticking together, what should I do? How to make ice cubes melt more slowly? Stop the ice maker and restart it after the ice melts. Another way is to change the water. The recommended water temperature is 40℉ - 90℉. Equipment be used within an ambient temperature of 10°C-30°C; Using clean water with a temperature of 4°C-25°C FIND OUT MORE! Ice Maker-HZB-12/H Add to Cart Ice Maker-HZB-15N/S Ice Maker-HZB-15NB/S Ice Maker-HZB-13AF Commercial Ice Maker See Details Ice Maker-Z5822G Ice Maker-Z5822H Customer Reviews 4.3 out of 5 stars 5,289 257 — 5.0 out of 5 stars 58 Price $89.99 $ 89 . 99 $199.99 199 $175.99 175 $159.99 159 $66.49 66 49 Model HZB-12/H HZB-15N/S HZB-15NB/S HZB-13AF HZB-45A Z5822G Z5822H Ice Type Bullet Nugget Square Capacity 26.5 lbs daily 34 lbs daily 35 lbs daily 33 lbs daily 100 lbs daily 26 lbs daily Color Black Stainless Steel Silver Ice making capacity per cycle 9 pcs / 16 pcs 45 pcs","['https://m.media-amazon.com/images/I/61Qf8Ztg1FL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/71qxK3D0xpL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/71cQxMXH7GL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/81MFZr8q3mL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/71KJkqaKgSL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/819w31WnUrL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/81OpuTWrPPL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/714LRP7h+ZL._AC_SL1500_.jpg']",10,"Appliances > Refrigerators, Freezers & Ice Makers > Ice Makers",https://www.amazon.com/-/dp/B0BPSW1K11?_encoding=UTF8&th=1&psc=1&pf_rd_i=desktop&ref_=pd_gw_unk,"size: Bullet Ice-26.5Lbs/24H, number_of_items: 1, color: Black",Bullet Ice-26.5Lbs/24H,Black,,"{'Global Trade Identification Number': '06974201569380', 'ASIN': 'B0BPSW1K11', 'Manufacturer': 'FREE VILLAGE', 'Brand Name': 'FREE VILLAGE', 'Model Name': 'HZB-12/H ice maker machine', 'Material': 'Plastic', 'Refrigerant': 'R600a', 'Wattage': '1.2E+2', 'Voltage': '120 Volts', 'Capacity': '26.5 Pounds', 'Item Dimensions D x W x H': '11.4""D x 8.7""W x 11.6""H', 'Amazon Best Sellers Rank': '#4 in Appliances , #4 in Ice Makers'}",B0DC6Z76KK,"[{'size_name': 'Nugget Ice-34Lbs/24H', 'number_of_items': '1', 'color_name': 'Green', 'asin': 'B0DB86XX3Y'}, {'size_name': 'Cube Ice-40Lbs/24H', 'number_of_items': '1', 'color_name': 'Stainless Steel Silver', 'asin': 'B0D9YGNNYK'}, {'size_name': 'Nugget Ice-34Lbs/24H', 'number_of_items': '1', 'color_name': 'Matte Grey', 'asin': 'B0DB8CZGQ6'}, {'size_name': 'Nugget Ice-34Lbs/24H', 'number_of_items': '1', 'color_name': 'Matte Black', 'asin': 'B0D2MKZXHY'}, {'size_name': 'Nugget Ice-34Lbs/24H', 'number_of_items': '1', 'color_name': 'Stainless Steel Black', 'asin': 'B0D2HH8KGC'}, {'size_name': 'Nugget Ice-34Lbs/24H', 'number_of_items': '1', 'color_name': 'White', 'asin': 'B0DB8DR4K7'}, {'size_name': 'Nugget Ice-34Lbs/24H', 'number_of_items': '1', 'color_name': 'Matte White', 'asin': 'B0DGKY1P7J'}, {'size_name': 'Bullet Ice-26.5Lbs/24H', 'number_of_items': '1', 'color_name': 'Grey', 'asin': 'B0CZMWSCJ9'}, {'size_name': 'Nugget Ice-34Lbs/24H', 'number_of_items': '1', 'color_name': 'Black', 'asin': 'B0D2H4XYG5'}, {'size_name': 'Nugget Ice-34Lbs/24H', 'number_of_items': '1', 'color_name': 'Grey', 'asin': 'B0DB8F1GL5'}, {'size_name': 'Bullet Ice-26.5Lbs/24H', 'number_of_items': '1', 'color_name': 'Black', 'asin': 'B0BPSW1K11'}, {'size_name': 'Nugget Ice-34Lbs/24H', 'number_of_items': '1', 'color_name': 'Stainless Steel Silver', 'asin': 'B0D2H1DD7W'}]","{'size_name': ['Bullet Ice-26.5Lbs/24H', 'Nugget Ice-34Lbs/24H', 'Cube Ice-40Lbs/24H'], 'number_of_items': ['1'], 'color_name': ['Black', 'Green', 'Grey', 'Matte Black', 'Matte Grey', 'Matte White', 'Stainless Steel Black', 'Stainless Steel Silver', 'White']}",new,"[{'title': '4 Ounce Stainless Steel Ice Scoop', 'link': 'https://www.amazon.com/Ounce-Stainless-Steel-Ice-Scoop/dp/B000H0U8A0/ref=pd_bxgy_d_sccl_1/000-0000000-0000000?pd_rd_w=XWTVo&content-id=amzn1.sym.3858a394-39a9-4946-90e6-86a3153d2546&pf_rd_p=3858a394-39a9-4946-90e6-86a3153d2546&pf_rd_r=0YP453YBYBMCGHJ2AF15&pd_rd_wg=jXQ28&pd_rd_r=f900835c-0e73-43d0-84d5-79f8b055033c&pd_rd_i=B000H0U8A0&psc=1', 'price': '$4.90'}]",[],65%,16%,7%,3%,8%
B08ZYJ8CRX,"Silonn Ice Maker Countertop, 9 Cubes Ready in 6 Mins, 26lbs in 24Hrs, Self-Cleaning Ice Machine with Ice Scoop and Basket, 2 Sizes of Bullet Ice for Home Kitchen Office Bar Party",Silonn,$89.99,$89.99,"28,740",4.3,Amazon.com,,In Stock,,,True,,,True,"Note : Please check the dimension and item weight of the product and confirm it fits your space.Ice - Making Current : 1.7 A, Ice - Harvest current : 2.0 A..Refrigerant : R600a - FAST ICE MAKER: The Silonn ice maker only takes 6 minutes to make 9 bullet-shaped ice cubes. Fill 2L of water into the water tank, maximum ice capacity can reach 26 pounds in 24 hours. - TWO SIZES OF ICE CUBES: You can make two different sizes of ice cubes. Small ice cubes can chill seafood and beer keeping it fresh and cold. Large ice cubes are more suitable for beverages to achieve a rapid cooling effect. - QUIET AND USER FRIENDLY: When making ice cubes, the noise is lower than 35dB, similar to a working refrigerator. The transparent lid allows you to monitor the ice capacity. The sensor automatically detects when ice is full and stops producing to prevent overflowing. - EASY TO CONTROL: The control panel is very easy to operate. Fill the ice maker with water, press the ON button, select the size of the ice cubes and that’s it. When the water is insufficient or the ice basket is full, the indicator light will turn on. - SELF-CLEANING & PORTABLE: Simply press the ON/OFF button for 5 seconds to start the self-cleaning process. The machine will circulate the water that is poured into it. Silonn's ice maker is compact with dimensions of 12.3 x 8.7 x 12.5 inches.","1 POOL PARTY 2 HOME KITCHEN 3 OFFICE Find Your Ideal Fit for an Ice Maker Silonn Ice Maker Add to Cart Stainless Steel Ice Maker Upgrated Nugget Ice Maker Portable Ice Maker Ice Cube Maker Silonn Nugget Ice Maker Customer Reviews 4.6 out of 5 stars 17 3.4 out of 5 stars 117 4.4 out of 5 stars 109 4.3 out of 5 stars 4.5 out of 5 stars 38 2,771 1,366 Price $79.98 $ 79 . 98 $269.99 269 99 $219.69 219 69 $79.99 $194.99 194 $189.93 189 93 $239.99 239 Product Type Countertop Ice Maker Ice Type Bullet Ice Nugget Ice Cube Ice Dimensions 12 x 8 x 12 inches 14.8 x 13.6 x 9.4 inches 13 x 9 x 16 inches 13 x 9 x 11 inches 10 x 14 x 15 inches 12.83 x 14.88 x 10.12 inches 13 x 10 x 15 inches Daily Ice Production 26 lbs 44 lbs 22 lbs 33 lbs Capacity 2L 1.8L 3L 1.1L Other Features Six Optional Colors Pull-Out Tank & Ice Basket / Two Optional Colors Three Optional Colors","['https://m.media-amazon.com/images/I/61eMsTk4w0L._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/61MCkAvI-DL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/71lAchtZKDL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/71Uwksy-BjL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/715bb4Y-ZSL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/81M8tKYchXL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/71mb9hqk86L._AC_SL1500_.jpg']",10,"Appliances > Refrigerators, Freezers & Ice Makers > Ice Makers",https://www.amazon.com/-/dp/B08ZYJ8CRX?_encoding=UTF8&th=1&psc=1&pf_rd_i=desktop&ref_=pd_gw_unk,"color: Black, style: Ice Makers",,Black,,"{'ASIN': 'B08ZYJ8CRX', 'Manufacturer': 'Silonn', 'UPC': '850027939506', 'Brand Name': 'Silonn', 'Model Name': 'SLIM01B', 'Material': 'Acrylonitrile Butadiene Styrene', 'Refrigerant': 'R600a', 'Wattage': '160 watts', 'Voltage': '115 Volts', 'Capacity': '26 Pounds', 'Item Dimensions D x W x H': '12.3""D x 8.7""W x 12.5""H', 'Amazon Best Sellers Rank': '#3 in Appliances , #3 in Ice Makers'}",B0CYHFDVTF,"[{'color_name': 'Black', 'style_name': 'Ice Makers', 'asin': 'B08ZYJ8CRX'}, {'color_name': 'Stainless Steel', 'style_name': 'Ice Makers', 'asin': 'B097S54S27'}, {'color_name': 'Black-01', 'style_name': 'Upgraded Ice Maker', 'asin': 'B0CDWXZXNC'}, {'color_name': 'Stainless Steel-01', 'style_name': 'Upgraded Ice Maker', 'asin': 'B0CDWWYPZF'}, {'color_name': 'Silver', 'style_name': 'Ice Makers', 'asin': 'B0B5H4431D'}, {'color_name': 'Black-transparent', 'style_name': 'Ice Makers', 'asin': 'B0C5H7FDXM'}, {'color_name': 'White', 'style_name': 'Ice Makers', 'asin': 'B0B5H2YG5P'}, {'color_name': 'Upgraded Ice Maker', 'style_name': 'Upgraded Ice Maker', 'asin': 'B0DB24J9XF'}, {'color_name': 'Red', 'style_name': 'Ice Makers', 'asin': 'B09DT1LQCH'}, {'color_name': 'Green', 'style_name': 'Ice Makers', 'asin': 'B09DT2KM3N'}]","{'color_name': ['Black', 'Black-01', 'Black-transparent', 'Green', 'Red', 'Silver', 'Stainless Steel', 'Stainless Steel-01', 'Upgraded Ice Maker', 'White'], 'style_name': ['Ice Makers', 'Upgraded Ice Maker']}",new,"[{'title': 'Ice Machine Cleaner and Descaler 16 fl oz Descaler | Ice Maker Cleaner Compatible with All Major Brands (Scotsman, KitchenAid, Affresh, Opal, Manitowoc)', 'link': 'https://www.amazon.com/Machine-Cleaner-Nickel-Descaler-Compatible/dp/B01LZK0UG3/ref=pd_bxgy_d_sccl_1/000-0000000-0000000?pd_rd_w=rsKqq&content-id=amzn1.sym.3858a394-39a9-4946-90e6-86a3153d2546&pf_rd_p=3858a394-39a9-4946-90e6-86a3153d2546&pf_rd_r=HC08DHKF8R54TQFPFQND&pd_rd_wg=9VDke&pd_rd_r=3bc51d04-3687-4464-acdb-0eac07a93886&pd_rd_i=B01LZK0UG3&psc=1', 'price': '$13.99'}]",[],69%,14%,6%,3%,8%
