rank,asin,name,ratings_count,rating,sale_price,image,is_prime_x,product_url,category,brand,price,regular_price,seller,availability_status,is_prime_y,is_aplus_page,full_description,video_count,parent_asin,five_star,four_star,three_star,two_star,one_star
18,B096T6Y623,"Samsung Galaxy S21 Ultra 5G, US Version, 128GB, Phantom Black - Unlocked (Renewed)",2471.0,3.9,$264.99,"https://images-na.ssl-images-amazon.com/images/I/61dlAm9BpqL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Galaxy-S21-Ultra-5G-Smartphone/dp/B096T6Y623/ref=zg_bs_g_amazon-renewed_d_sccl_18/135-6381759-7920809?psc=1,Amazon Renewed,Amazon Renewed,$264.95,$279.99,Woot,In Stock,True,False,"- USB cable only - Galaxy S21 Ultra 5G is crafted so you don’t need to choose between video and photo. With a single tap, you can pull super-clear stills straight from high-resolution 8K video. Or if you’re looking to capture stunning photos, the 108MP camera feels like you’ve brought your own professional studio with you. Galaxy S21 Ultra 5G, designed to be epic in every way.",10.0,B0D87D9GJT,60%,11%,6%,5%,18%
19,B09NWDXS13,"Apple Watch Series 7 (GPS, 45mm) Midnight Aluminum Case with Midnight Sport Band (Renewed)",2057.0,4.3,$189.00,"https://images-na.ssl-images-amazon.com/images/I/51I1QoWjX3L._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Apple-Watch-Midnight-Aluminum-Sport/dp/B09NWDXS13/ref=zg_bs_g_amazon-renewed_d_sccl_19/135-6381759-7920809?psc=1,Amazon Renewed,Amazon Renewed,$196.00,$429.99,Hybrid IT,In Stock,False,False,"Delivering a new evolution in fitness tracking, health management, and mobile communication, Apple has upgraded key aspects of the Watch Series 7 to benefit everyone in your family. The Watch Series 7 is more user friendly, with an always-on OLED Retina display that provides approximately 20% more screen area than the Series 6, and 50% more than the Series 3. Apple achieved this by making the borders roughly 40% thinner than the Series 6, so you get more screen without adding bulk. The display is also stronger and brighter, up to 70% brighter in fact, which makes it even easier to read notifications or check the time at a glance. The front crystal is crack resistant and sports IP6X and WR50 ratings for significant dust resistance and swimproof water resistance down to 164'. So you can work out in the gym, swim in the pool or open water, or bike off road without worry. The 41mm body of this particular version of the Watch Series 7 adds to its overall resilience as it's constructed from strong 100% recycled aluminum material. This improved durability works well with the Series 7's ability to track 11 different workout types, with Tai Chi and Pilates now added to the mix. The Watch Series 7 is also now better optimized for bike riders, automatically detecting when you start pedaling and if you take a break. It even knows if you fall and can ring for help if needed. Add in multiple health sensors, sleep tracking, up to 18 hours of fast-charging battery life, and the Apple Watch Series 7 can easily be a 24/7 companion that can help you in nearly all aspects of your daily life.",10.0,B09NWDXS13,70%,11%,5%,3%,11%
20,B0CJ3XWXP8,Xbox Series X Console (Renewed)Amazon RenewedXbox Series X,901.0,4.1,$437.99,"https://images-na.ssl-images-amazon.com/images/I/51jKdIMGCsL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Xbox-X-Console-Renewed/dp/B0CJ3XWXP8/ref=zg_bs_g_amazon-renewed_d_sccl_20/135-6381759-7920809?psc=1,Amazon Renewed,Amazon Renewed,$449.90,$449.90,Amazon.com,In Stock,True,True,"Xbox Series X, the fastest, most powerful Xbox ever. Explore rich new worlds with 12 teraflops of raw graphic processing power, DirectX ray tracing, a custom SSD, and 4K gaming. Make the most of every gaming minute with Quick Resume, lightning-fast load times, and gameplay of up to 120 FPS—all powered by Xbox Velocity Architecture. Enjoy thousands of games from four generations of Xbox, with hundreds of optimized titles that look and play better than ever. And when you add Xbox Game Pass Ultimate (membership sold separately), you get online multiplayer to play with friends and an instant library of 100+ high-quality games, including day one releases from Xbox Game Studios.",10.0,B0D7P4CYNJ,71%,7%,2%,2%,18%
1,B0BV9Z8ZFV,"EUHOMY Countertop Ice Maker Machine with Handle, 26lbs Per Day, 9 Ice Cubes Ready in 6 Mins, Auto-Cleaning Portable Ice Maker with Basket and Scoop, for Home/Kitchen/Camping/RV (Silver)",6705.0,4.4,$61.95,"https://images-na.ssl-images-amazon.com/images/I/81w1jO5VOFL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/EUHOMY-Countertop-Machine-Auto-Cleaning-Portable/dp/B0BV9Z8ZFV/ref=zg_bs_g_appliances_d_sccl_1/136-8350431-3126854?psc=1,Appliances,EUHOMY,$61.95,$94.99,Amazon.com,In Stock,True,True,"1 Transparent Cover 2 Sturdy Handle 3 Advanced Infrared Sensor 4 High-quality Compressor Cool Drinks & Coffee Make Smoothies Food Preservation First Aid Shop the Euhomy Ice Maker Series that Caters to All Sizes - From Mini to Large! Bullet Ice Maker Add to Cart Nugget Ice Maker Cube lce Maker Commercial lce Maker Customer Reviews 4.4 out of 5 stars 6,719 4.2 out of 5 stars 2,437 1,826 4.5 out of 5 stars 342 3.9 out of 5 stars 1,445 4.3 out of 5 stars 3,441 861 Price $61.95 $ 61 . 95 $189.99 189 99 $159.99 159 $84.18 84 18 $251.99 251 $349.98 349 98 $699.99 699 Daily ice production 26Lbs 34Lbs 45Lbs 26.5Lbs 100Lbs 80Lbs Ice basket capacity 1.3Lbs 1.8Lbs 2.6Lbs 3.3Lbs 33Lbs 24Lbs Operating cycle 6Mins 6-8Mins 13-20 Mins 15Mins 11-20Mins Ice type Bullet ice Nugget ice Cube ice Color Silver Black",10.0,B0D8LBNF88,69%,16%,6%,3%,6%
2,B0BXXKFJK2,"Silonn Ice Maker Countertop, Portable Ice Machine with Carry Handle, Self-Cleaning Ice Makers with Basket and Scoop, 9 Cubes in 6 Mins, 26 lbs per Day, Ideal for Home, Kitchen, Camping, RV",3378.0,4.4,$104.98,"https://images-na.ssl-images-amazon.com/images/I/61AURME4oOL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Silonn-Countertop-Portable-Machine-Self-Cleaning/dp/B0BXXKFJK2/ref=zg_bs_g_appliances_d_sccl_2/136-8350431-3126854?psc=1,Appliances,Silonn,$79.95,$79.95,Amazon.com,In Stock,True,True,"The video showcases the product in use. The video guides you through product setup. The video compares multiple products. The video shows the product being unpacked. Grip Ice basket Handel Lift Ice Handel Remove Ice Scoop Share Ice Cubes Enjoy Your Time 1 PARTY 2 KITCHEN 3 OFFICE 4 RV Silonn Ice Maker Series Portable Ice Maker Add to Cart Stainless Steel Ice Maker Capable Ice Maker 45lbs Nugget Ice Maker 44lbs Ice Cube Maker Easy-to-use Ice Maker Elegant Nugget Ice Maker Price $79.99 $ 79 . 99 $259.99 259 $219.69 219 69 $194.99 194 $179.99 179 Ice Type Bullet Ice Nugget Ice Cube Ice Daily Ice Production 26 lbs 44 lbs 22 lbs 45 lbs 33 lbs Water Tank Capacity 1.2L 2.5L 1.8L 2L 3L 1.1L Ice Basket Capacity 1.3 lbs 2.6 lbs 1.8 lbs 2.4 lbs 1.76 lbs Package Content Ice Scoop, Ice Basket Pull-Out Basket & Water Tank Dimension 8.7 x 11.4 x 11.6 inches 14.8 x 13.6 x 9.4 inches 13.1 x 9.0 x 11.6 inches 13 x 9 x 16 inches 13.78 x 9.53 x 14.57 inches 12.83 x 14.88 x 10.12 inches Color Options 4 Optional Colors Optional Wi-Fi Version -",10.0,B0DJ8ZTFW7,69%,17%,6%,2%,6%
3,B0BPSW1K11,"Countertop Ice Maker, Ice Maker Machine 6 Mins 9 Ice, 26.5lbs/24Hrs, Portable Ice Maker Machine with Self-Cleaning, Ice Scoop, and Basket, Compact Ice Maker for Home/Kitchen/Office/Party",5279.0,4.3,$89.99,"https://images-na.ssl-images-amazon.com/images/I/61Qf8Ztg1FL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Countertop-Ice-Maker-Ice-Maker-Machine-26-5lbs-Portable-Self-Cleaning/dp/B0BPSW1K11/ref=zg_bs_g_appliances_d_sccl_3/136-8350431-3126854?psc=1,Appliances,FREE VILLAGE,$89.99,$99.99,NUAGE,,True,True,"EFFICIENT & SMART COUNTERTOP ICE MAKER PORTABLE HANDLE You can easily move the ice machine maker countertop anywhere by carrying it with the handle, instead of having to struggle to hold the ice maker. ONE-TOUCH CONTROL PANEL This ice maker with an intuitive control panel is very easy to operate and makes ice quickly. If you use pure water, you will get crystal-clear ice. INFRARED SENSOR The ice maker has advanced infrared detection technology. When it is full of ice or lacking in water, the ICE FULL light will turn on automatically. COMPACT & LIGHTWEIGHT This compact countertop ice maker body is not only small but also lightweight (just 14.74 pounds) and doesn't take up much space.  1 HOME KITCHEN 2 BBQ 3 POOL PARTY 4 OFFICE FAST COOLING Beer/wine can be cooled quickly by selecting large-size ice cubes. How can an outdoor party in summer be without a cold beer? ENHANCES TASTE If you're crazy about homemade drinks/cocktails, then look no further! Bullet-shaped ice cubes are not only beautiful but will double the taste of your drink! FOOD PRESERVATION Using ice cubes to keep food fresh is a great option for the summer table, not only does it keep food fresh, but it also serves as a decoration! How to clean the ice machine? Press the ON/OFF button for more than 5s to enter the self-cleaning program, which needs 30 minutes. When the program is over, please drain out the water and clean the inside part. Is this ice maker easy to operate? Truly one button operation ice maker. No need to worry about forgetting to take out the ice or adding water as there will be an indicator light when the ice is full/short of water. Is it noisy in daily use? You can certainly hear the ice maker working efficiently, but at less than 40dB you can almost ignore it. You can enjoy the reading time even when it is working aside. What is the after-sales support on this? The Free Village ice maker provides 1-Year after-sales support. My ice cubes are sticking together, what should I do? How to make ice cubes melt more slowly? Stop the ice maker and restart it after the ice melts. Another way is to change the water. The recommended water temperature is 40℉ - 90℉. Equipment be used within an ambient temperature of 10°C-30°C; Using clean water with a temperature of 4°C-25°C FIND OUT MORE! Ice Maker-HZB-12/H Add to Cart Ice Maker-HZB-15N/S Ice Maker-HZB-15NB/S Ice Maker-HZB-13AF Commercial Ice Maker See Details Ice Maker-Z5822G Ice Maker-Z5822H Customer Reviews 4.3 out of 5 stars 5,289 257 — 5.0 out of 5 stars 58 Price $89.99 $ 89 . 99 $199.99 199 $175.99 175 $159.99 159 $66.49 66 49 Model HZB-12/H HZB-15N/S HZB-15NB/S HZB-13AF HZB-45A Z5822G Z5822H Ice Type Bullet Nugget Square Capacity 26.5 lbs daily 34 lbs daily 35 lbs daily 33 lbs daily 100 lbs daily 26 lbs daily Color Black Stainless Steel Silver Ice making capacity per cycle 9 pcs / 16 pcs 45 pcs",10.0,B0DC6Z76KK,65%,16%,7%,3%,8%
4,B08ZYJ8CRX,"Silonn Ice Maker Countertop, 9 Cubes Ready in 6 Mins, 26lbs in 24Hrs, Self-Cleaning Ice Machine with Ice Scoop and Basket, 2 Sizes of Bullet Ice for Home Kitchen Office Bar Party",28729.0,4.3,$89.99,"https://images-na.ssl-images-amazon.com/images/I/61eMsTk4w0L._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Silonn-Countertop-Portable-Self-cleaning-Bullet-shaped/dp/B08ZYJ8CRX/ref=zg_bs_g_appliances_d_sccl_4/136-8350431-3126854?psc=1,Appliances,Silonn,$89.99,$89.99,Amazon.com,In Stock,True,True,"1 POOL PARTY 2 HOME KITCHEN 3 OFFICE Find Your Ideal Fit for an Ice Maker Silonn Ice Maker Add to Cart Stainless Steel Ice Maker Upgrated Nugget Ice Maker Portable Ice Maker Ice Cube Maker Silonn Nugget Ice Maker Customer Reviews 4.6 out of 5 stars 17 3.4 out of 5 stars 117 4.4 out of 5 stars 109 4.3 out of 5 stars 4.5 out of 5 stars 38 2,771 1,366 Price $79.98 $ 79 . 98 $269.99 269 99 $219.69 219 69 $79.99 $194.99 194 $189.93 189 93 $239.99 239 Product Type Countertop Ice Maker Ice Type Bullet Ice Nugget Ice Cube Ice Dimensions 12 x 8 x 12 inches 14.8 x 13.6 x 9.4 inches 13 x 9 x 16 inches 13 x 9 x 11 inches 10 x 14 x 15 inches 12.83 x 14.88 x 10.12 inches 13 x 10 x 15 inches Daily Ice Production 26 lbs 44 lbs 22 lbs 33 lbs Capacity 2L 1.8L 3L 1.1L Other Features Six Optional Colors Pull-Out Tank & Ice Basket / Two Optional Colors Three Optional Colors",10.0,B0CYHFDVTF,69%,14%,6%,3%,8%
5,B07JBJWP2W,"Frigidaire Countertop Ice Maker, Compact Machine, 26 lbs per day, Stainless",8266.0,4.4,$106.68,"https://images-na.ssl-images-amazon.com/images/I/71FAIRY9cWL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Frigidaire-Countertop-Compact-Machine-Stainless/dp/B07JBJWP2W/ref=zg_bs_g_appliances_d_sccl_5/136-8350431-3126854?psc=1,Appliances,Frigidaire,$108.80,,Amazon.com,In Stock,True,True,"This freestanding portable ice maker makes 26 lbs. of ice per day. Never fun to the store for a bag of ice again. This model fits in effortlessly with your room’s existing décor. It features a see-through window, silver lid and durable stainless-steel exterior. This chic model comes with a white ice scoop and the electronic LED controls make it easy to program. Convenient, compact design is ideal for use in small kitchens and other compact spaces like RV's, boats, dorm rooms and more. This portable ice maker requires not installation, just plug it in, add water and in less than 7 minutes you can enjoy fresh ice. Choose from two ice size settings.",10.0,B0C9DTC1VR,73%,13%,5%,3%,8%
6,B0B6BXYVVQ,"COWSAR Ice Maker Countertop, Portable Ice Machine with Self-Cleaning, 26.5lbs/24Hrs, 9 Bullet Ice Cubes in 6 Mins, Ice Basket and Scoop, Ideal for Home, Kitchen, Bar, Camping",3775.0,4.4,$79.99,"https://images-na.ssl-images-amazon.com/images/I/718S8qkSWWL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/COWSAR-Countertop-Portable-Self-Cleaning-Handheld/dp/B0B6BXYVVQ/ref=zg_bs_g_appliances_d_sccl_6/136-8350431-3126854?psc=1,Appliances,COWSAR,$79.99,$89.99,Chicly,In Stock,True,True,"MORE COWSAR ICE MAKER Countertop Ice Maker Add to Cart See Details Customer Reviews 4.4 out of 5 stars 3,779 286 4.2 out of 5 stars 1,198 3.8 out of 5 stars 205 3.9 out of 5 stars 325 235 Price $79.99 $ 79 . 99 $89.99 89 — $199.99 199 $169.99 169 Ice Type Bullet Shaped Ice Nugget Ice Daily Ice Production 26.5 lbs/day 26.5lbs/day 34lbs/day Ice Making Capacity Per Cycle 9 pcs 9 PCS Continuous Ice Making Continuous ice making Ice Basket Capacity 1.3lbs 1.6lbs Water Tank Capacity 0.35 Gallon 0.3 Gallon Dimensions 11.4""D x 8.7""W x 11.6""H 11.29""D x 8.66""W x 12.67""H 11.3""D x 8.66""W x 12.68""H 11.22""D x 8.5""W x 12.6""H Self-cleaning Function ✔",10.0,B0D7CK9W2K,70%,15%,6%,3%,7%
7,B09RWFZTWW,"Upstreman 3.2 Cu.Ft Mini Fridge with Freezer, Single Door Mini Fridge, Dorm Fridge, Adjustable Thermostat, Mini Refrigerator for Bedroom, Office, Dorm, Black-BR321",3474.0,4.4,$139.99,"https://images-na.ssl-images-amazon.com/images/I/81If+KcnIkL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Upstreman-Adjustable-Thermostat-Refrigerator-Black-BR321/dp/B09RWFZTWW/ref=zg_bs_g_appliances_d_sccl_7/136-8350431-3126854?psc=1,Appliances,Upstreman,$139.99,$179.99,Upstreman Innovation Direct,In Stock,True,True,"The video showcases the product in use. The video guides you through product setup. The video compares multiple products. The video shows the product being unpacked. Economic and Quiet It costs to 0.1 dollar per day and 38 dB low working noise is hardly noticeable even in quiet environment. We make more ice with less noise. Adaptable customization Adjustable leveling leg helps to keep the fridge firm and steady in garage, trailer, and other rough settings with possible uneven ground. Maximizing the storage It consists of a 2.9 Cu.ft cooler and a 0.3 Cu.ft freezer, provides capacious storage for personal use. keep your chilled drinks at an easy reach. Reversible Door The fridge door is designed to be reversible. With simple alteration, you can choose opening the fridge from either right or left. 5 Adjustable Settings The temperature settings range from 33.8° F to 46.4° F , you get to set the desired storage temperature for storing your foods and drinks. Crisper Drawer The crisper drawer helps to maintain the ideal humidity level for your greens and fruits, keep them fresh and juicy. Ice Tray & Defrost Tool From day one to long-lasting serving life, our fridge is equipped with accessories to better the user experiences. Removable Shelves There are two detachable tempered glass shelves that allow you to freely organize the fridge compartment for larger items.  Upstreman 3.2 Cu.ft Mini Fridge with Freezer - Keep Cool and Eat Fresh Dear Customers: Convenient, Compact, Cooler & Freezer, these are the words that best describe Upstreman 3.2 Cu.ft Single Door Mini Fridge. This mini fridge measures 17.4’’D*18.7’’W*33.1’’H and has a base area of just 3.25 square feet, can easily fit in bedrooms, dorms, offices and RVs without occupying much space. The cooler’s temperature is adjustable from 33.8° F to 46.4° F (1° C to 8°C), offering the optimum temperature range for storing dairy, vegetables, fruits and beverages. There is also a mini freezer built inside to provide some extra coldness. Upstreman 3.2 Cu.ft Single Door Mini Fridge is energy-efficient, and the daily cost is estimated to be as low as 0.5 kWh per day. Save on electricity bills, easy on the planet. Model: BR321-Black Convenient: Upstreman 3.2 Cu.ft Black Single Door Mini Fridge. This mini fridge measures 17.4''x 18.7''x 33.1'' and has a base area of just 3.25 square feet, can easily fit in bedrooms, dorms, offices. Efficient: It is energy-efficient also, and the cost is estimated to be as low as 0.5 kWh per day. Save on electricity bills, easy on the planet. Freezer: Comes with an ice tray and defrost tool, ready to make ice cubes from day one. Grab your chilled drinks and ice cubes all in one step. Note: The storage temperature of ice cream is -0.39°F to -11.2°F. Upstreman BD321/SD321/BR401 fridge will be your amazing choice if you are considering ice cream storage. Upstreman Refrigerators and Ice Makers Upstreman BR321 Add to Cart Upstreman BD311 Upstreman BR44 Upstreman BD176 Upstreman BD147 See Details Upstreman BD116 Upstreman FR17 Customer Reviews 4.4 out of 5 stars 3,475 4.5 out of 5 stars 107 — 4.3 out of 5 stars 106 1,675 Price $139.99 $ 139 . 99 $199.99 199 $249.97 249 97 $799.99 799 $559.99 559 $129.97 129 Capacity 3.2 Cu.ft 3.1 Cu.ft 4.4 Cu.ft 17.6 Cu.ft 14.7 Cu.ft 11.6 Cu.ft 1.7 Cu.ft Dimension(W*D*H) 18.7''x 17.4''x 33.1'' 18.31’’x 19.49’’x 33.46’’ 19.7''x 22.1''x 33.1'' 27.56"" x30.12"" x 66.9"" 27.56"" x 25.99"" x 69.69"" 28.7’’x 23.7 ’’x 59.5'' ‎18.9''x 17.7''x 19.3'' With Freezer ✔ Noise 38 dB 39 dB Temperature 33.8° F to 46.4° F -0.4° F to 46.4° F 21.2° F to 44.6° F -9.4° F to 41° F -2.2° F to 46.4° F -7.24°F to 46.4°F Ice Cream Storage Recommend Adjustable Thermostat 5 Gear 3 Gear Automatic Light ✘ Single/Double Door Single Double",10.0,B0B9SH64N5,71%,15%,5%,3%,6%
8,B07PWLNZDN,"Midea MRC070S0AWW Chest Freezer, 7.0 Cubic Feet, White",9918.0,4.5,$269.99,"https://images-na.ssl-images-amazon.com/images/I/51tUkt7w9lL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/midea-MRC070S0AWW-Chest-Freezer-Cubic/dp/B07PWLNZDN/ref=zg_bs_g_appliances_d_sccl_8/136-8350431-3126854?psc=1,Appliances,Midea,$242.99,$269.99,Amazon.com,In Stock,True,True,"Midea7. 0 cu. ft Chest Freezer, White.",10.0,B0DK1Z5TLX,77%,10%,4%,2%,6%
